Block_Number,Transaction_Hash,Previous_Block_Hash,Batch_ID,Drug_ID,Drug_Name,Supplier_ID,Event_Type,Actor_Role,Actor_ID,Timestamp,Location,Quantity_Units,Unit_Price_INR,Verification_Status,Verified_By_Nodes,Consensus_pct,Smart_Contract_ID,Anomaly_Flag,Block_Size_KB,Price_Deviation_Score,Transaction_Frequency,Geographic_Inconsistency_Score,Quantity_Deviation_Score,Event_Time_Gap_Hours,Low_Consensus_Flag,Unverified_Flag,Anomaly_Label
54,0xe2a24ceb7e64a99ae0d4ed0d575e1d08b018e462f0140289ba886ee7cdfa263e,0xa20d3ebae8668b9d442102f301ab3bce4ab4f64aefe6e3efbd265feb5b6c143c,BAT000014,DRG0014,Vancomycin 500mg Injection,SUP018,Quality_Check,QC_Inspector,ACT5541,2024-07-13,Hyderabad Depot,1318,3564.01,Verified,Node_Mumbai|Node_Bengaluru|Node_Chennai|Node_Delhi|Node_Hyderabad,100.0,SC-SUP018-DRG0014,No,7.82,0.0,1,3,0.0,96.0,0,0,0
55,0x11d2b2e319da748515942dc76c32e9f2fb644bdf3ef8bd5eaa88a63970afaa5d,0xe2a24ceb7e64a99ae0d4ed0d575e1d08b018e462f0140289ba886ee7cdfa263e,BAT000014,DRG0014,Vancomycin 500mg Injection,SUP018,Dispatch,Logistics_Manager,ACT9912,2024-07-15,Jaipur Depot,1318,3564.01,Verified,Node_Bengaluru|Node_Mumbai|Node_Hyderabad,60.0,SC-SUP018-DRG0014,No,2.04,0.0,1,3,0.0,48.0,1,0,0
56,0x1b1eeac76436d0fccafdc5edc67cd8fc3dbacb2fb6aeb9f64438be1eca4cae36,0x11d2b2e319da748515942dc76c32e9f2fb644bdf3ef8bd5eaa88a63970afaa5d,BAT000014,DRG0014,Vancomycin 500mg Injection,SUP018,Received,Distributor,ACT9471,2024-07-19,Lucknow Store,1318,3564.01,Verified,Node_Chennai|Node_Mumbai|Node_Bengaluru,60.0,SC-SUP018-DRG0014,Yes,1.51,0.0,1,3,0.0,96.0,1,0,1
57,0x193b6c259dfdee667147ca09a648698af165bd7828f0e7a6a2b4860ec0b8d35c,0x1b1eeac76436d0fccafdc5edc67cd8fc3dbacb2fb6aeb9f64438be1eca4cae36,BAT000015,DRG0015,Piperacillin-Tazobactam 4.5g,SUP020,Production,Manufacturer,ACT8130,2025-09-11,Pune Distribution,1976,1443.04,Verified,Node_Bengaluru|Node_Chennai|Node_Hyderabad,60.0,SC-SUP020-DRG0015,No,8.3,0.0,2,3,0.0,0.0,1,0,0
58,0xd0ebb57b97bf6235f4c2760f4e814e92085e6ec489264a25620abc10e216cd11,0x193b6c259dfdee667147ca09a648698af165bd7828f0e7a6a2b4860ec0b8d35c,BAT000015,DRG0015,Piperacillin-Tazobactam 4.5g,SUP020,Quality_Check,QC_Inspector,ACT5923,2025-09-13,Bengaluru Pharma Hub,1976,1443.04,Verified,Node_Chennai|Node_Delhi|Node_Mumbai|Node_Hyderabad|Node_Bengaluru,100.0,SC-SUP020-DRG0015,No,3.36,0.0,2,3,0.0,48.0,0,0,0
59,0xa6bf4ba1ea83b665f0118b0c904063e4681faa826e91679e5322f47ca312a71a,0xd0ebb57b97bf6235f4c2760f4e814e92085e6ec489264a25620abc10e216cd11,BAT000015,DRG0015,Piperacillin-Tazobactam 4.5g,SUP020,Dispatch,Logistics_Manager,ACT2912,2025-09-16,Hyderabad Depot,1976,1443.04,Verified,Node_Hyderabad|Node_Delhi|Node_Bengaluru,60.0,SC-SUP020-DRG0015,Yes,1.54,0.0,1,3,0.0,72.0,1,0,1
60,0xac0f31db6835d34abe84d7a04c571edfcc9813d00bc40f7f31422a15e0c82444,0xa6bf4ba1ea83b665f0118b0c904063e4681faa826e91679e5322f47ca312a71a,BAT000015,DRG0015,Piperacillin-Tazobactam 4.5g,SUP020,Received,Distributor,ACT9638,2025-09-20,Kolkata Cold Chain,1976,1443.04,Verified,Node_Chennai|Node_Hyderabad|Node_Mumbai,60.0,SC-SUP020-DRG0015,Yes,3.11,0.0,2,3,0.0,96.0,1,0,1
61,0x18ec3b9e9c21aabf930dd41cbdb1ef1b1849dc8b995e834271e01125d1643cce,0xac0f31db6835d34abe84d7a04c571edfcc9813d00bc40f7f31422a15e0c82444,BAT000016,DRG0016,Metronidazole 400mg,SUP010,Production,Manufacturer,ACT9112,2024-08-07,Hyderabad Depot,644,5502.13,Verified,Node_Bengaluru|Node_Hyderabad|Node_Mumbai|Node_Chennai,80.0,SC-SUP010-DRG0016,No,4.65,0.0,2,3,0.0,0.0,0,0,0
62,0x065bb948d80536591835e94b1c737e49de84a2276f5cb3df5108f85a16e59a93,0x18ec3b9e9c21aabf930dd41cbdb1ef1b1849dc8b995e834271e01125d1643cce,BAT000016,DRG0016,Metronidazole 400mg,SUP010,Quality_Check,QC_Inspector,ACT7390,2024-08-11,Mumbai Warehouse,644,5502.13,Verified,Node_Bengaluru|Node_Delhi|Node_Mumbai|Node_Hyderabad|Node_Chennai,100.0,SC-SUP010-DRG0016,No,1.9,0.0,1,3,0.0,96.0,0,0,0
63,0xec393ad633bea3fa3abe87c1d1622c3d7a238313feb788dea7f746ddc124b545,0x065bb948d80536591835e94b1c737e49de84a2276f5cb3df5108f85a16e59a93,BAT000016,DRG0016,Metronidazole 400mg,SUP010,Dispatch,Logistics_Manager,ACT2346,2024-08-14,Chennai Port,644,5502.13,Verified,Node_Bengaluru|Node_Delhi|Node_Mumbai|Node_Chennai,80.0,SC-SUP010-DRG0016,Yes,4.03,0.0,1,3,0.0,72.0,0,0,1
64,0x479606aec860317e88bdb3f80d23dc456a2c96ff36e729c4101cc1e9b0779f6b,0xec393ad633bea3fa3abe87c1d1622c3d7a238313feb788dea7f746ddc124b545,BAT000016,DRG0016,Metronidazole 400mg,SUP010,Received,Distributor,ACT7257,2024-08-19,Lucknow Store,644,5502.13,Verified,Node_Bengaluru|Node_Hyderabad|Node_Delhi|Node_Chennai,80.0,SC-SUP010-DRG0016,No,2.76,0.0,1,3,0.0,120.0,0,0,0
65,0xf88c6832968ff85806efdeed895faf9b379695194d34bdda894d07bb4a89ec64,0x479606aec860317e88bdb3f80d23dc456a2c96ff36e729c4101cc1e9b0779f6b,BAT000017,DRG0017,Metronidazole 500mg IV,SUP020,Production,Manufacturer,ACT5532,2024-05-27,Mumbai Warehouse,114,9806.16,Verified,Node_Hyderabad|Node_Delhi|Node_Bengaluru|Node_Chennai|Node_Mumbai,100.0,SC-SUP020-DRG0017,Yes,1.38,0.0,1,3,0.0,0.0,0,0,1
66,0xc23a6c4b43880d7d69f3239648791680c9c6290b3fad92e895e3fa1ca58a4fad,0xf88c6832968ff85806efdeed895faf9b379695194d34bdda894d07bb4a89ec64,BAT000017,DRG0017,Metronidazole 500mg IV,SUP020,Quality_Check,QC_Inspector,ACT5824,2024-06-01,Delhi Cold Hub,114,9806.16,Verified,Node_Chennai|Node_Hyderabad|Node_Delhi|Node_Bengaluru,80.0,SC-SUP020-DRG0017,No,6.43,0.0,1,3,0.0,120.0,0,0,0
67,0x0fc588d9b09808face0587e0277f2eca4b6dca05f8a16d41d4a37063a2a48ef2,0xc23a6c4b43880d7d69f3239648791680c9c6290b3fad92e895e3fa1ca58a4fad,BAT000017,DRG0017,Metronidazole 500mg IV,SUP020,Dispatch,Logistics_Manager,ACT8801,2024-06-06,Ahmedabad Hub,114,9806.16,Verified,Node_Hyderabad|Node_Mumbai|Node_Bengaluru|Node_Chennai|Node_Delhi,100.0,SC-SUP020-DRG0017,No,5.51,0.0,1,3,0.0,120.0,0,0,0
68,0xc34bc12dc9af5cc5634eb9f99e9c3cb3dc4ce54e35061d53d4524f437d9f3c21,0x0fc588d9b09808face0587e0277f2eca4b6dca05f8a16d41d4a37063a2a48ef2,BAT000017,DRG0017,Metronidazole 500mg IV,SUP020,Received,Distributor,ACT4597,2024-06-08,Bengaluru Pharma Hub,114,9806.16,Verified,Node_Delhi|Node_Hyderabad|Node_Chennai|Node_Mumbai|Node_Bengaluru,100.0,SC-SUP020-DRG0017,No,2.37,0.0,1,3,0.0,48.0,0,0,0
69,0xa769cd74912bebf488ae53cd5b4dffb70a17fc40f3f148e5cc1e2de3ee89eeee,0xc34bc12dc9af5cc5634eb9f99e9c3cb3dc4ce54e35061d53d4524f437d9f3c21,BAT000018,DRG0018,Clindamycin 150mg,SUP009,Production,Manufacturer,ACT2927,2024-06-21,Ahmedabad Hub,4052,10864.51,Verified,Node_Chennai|Node_Delhi|Node_Hyderabad|Node_Bengaluru,80.0,SC-SUP009-DRG0018,No,4.64,0.0,1,3,0.0,0.0,0,0,0
70,0x2bb1f9d5630a651260faa3102403aeee7d2f8469c521fc738cbcc04168bca24d,0xa769cd74912bebf488ae53cd5b4dffb70a17fc40f3f148e5cc1e2de3ee89eeee,BAT000018,DRG0018,Clindamycin 150mg,SUP009,Quality_Check,QC_Inspector,ACT7597,2024-06-23,Kolkata Cold Chain,4052,10864.51,Verified,Node_Hyderabad|Node_Bengaluru|Node_Delhi|Node_Mumbai,80.0,SC-SUP009-DRG0018,Yes,8.26,0.0,1,3,0.0,48.0,0,0,1
71,0xecdfe33532f81acd3243f3752c151e345554d3426a1bdede3005299f7a12b547,0x2bb1f9d5630a651260faa3102403aeee7d2f8469c521fc738cbcc04168bca24d,BAT000018,DRG0018,Clindamycin 150mg,SUP009,Dispatch,Logistics_Manager,ACT3533,2024-06-27,Jaipur Depot,4052,10864.51,Verified,Node_Delhi|Node_Chennai|Node_Mumbai,60.0,SC-SUP009-DRG0018,No,7.97,0.0,3,3,0.0,96.0,1,0,0
72,0x15db8c79eb611d1f9c9f60d5879f69d9bd72413a0128f8c5ad52e870d0333f58,0xecdfe33532f81acd3243f3752c151e345554d3426a1bdede3005299f7a12b547,BAT000018,DRG0018,Clindamycin 150mg,SUP009,Received,Distributor,ACT8876,2024-06-29,Hyderabad Depot,4052,10864.51,Verified,Node_Bengaluru|Node_Hyderabad|Node_Mumbai|Node_Delhi|Node_Chennai,100.0,SC-SUP009-DRG0018,No,2.77,0.0,1,3,0.0,48.0,0,0,0
73,0x7c97bf9809ce7fe4cc8a57e638e97e2c837aba6b7489019a2750be0915b5cb2f,0x15db8c79eb611d1f9c9f60d5879f69d9bd72413a0128f8c5ad52e870d0333f58,BAT000019,DRG0019,Clindamycin 300mg,SUP003,Production,Manufacturer,ACT1601,2025-06-20,Delhi Cold Hub,4519,10015.97,Verified,Node_Hyderabad|Node_Chennai|Node_Mumbai|Node_Delhi,80.0,SC-SUP003-DRG0019,No,8.42,0.0,1,1,0.0,0.0,0,0,0
74,0xd81c1bdadeb814c55b8aac8db805e1ddeb7c7649c4ec158a4c400bb8be6014f4,0x7c97bf9809ce7fe4cc8a57e638e97e2c837aba6b7489019a2750be0915b5cb2f,BAT000019,DRG0019,Clindamycin 300mg,SUP003,Quality_Check,QC_Inspector,ACT5335,2025-06-25,Delhi Cold Hub,4519,10015.97,Verified,Node_Bengaluru|Node_Chennai|Node_Hyderabad,60.0,SC-SUP003-DRG0019,No,5.31,0.0,2,1,0.0,120.0,1,0,0
75,0xfcb8c656f8265a4cbf1c1eb02187bd89b801e04598ec874a26504b7ba2950f58,0xd81c1bdadeb814c55b8aac8db805e1ddeb7c7649c4ec158a4c400bb8be6014f4,BAT000019,DRG0019,Clindamycin 300mg,SUP003,Dispatch,Logistics_Manager,ACT8094,2025-06-29,Hyderabad Depot,4519,10015.97,Verified,Node_Mumbai|Node_Delhi|Node_Hyderabad|Node_Chennai,80.0,SC-SUP003-DRG0019,No,7.57,0.0,2,1,0.0,96.0,0,0,0
76,0xf30976f85c6d0c31fee2d88fb882e5584fe9d8c28197dd82a9092b53f1d27e38,0xfcb8c656f8265a4cbf1c1eb02187bd89b801e04598ec874a26504b7ba2950f58,BAT000019,DRG0019,Clindamycin 300mg,SUP003,Received,Distributor,ACT1310,2025-07-03,Delhi Cold Hub,4519,10015.97,Verified,Node_Chennai|Node_Delhi|Node_Hyderabad|Node_Bengaluru,80.0,SC-SUP003-DRG0019,No,5.06,0.0,1,1,0.0,96.0,0,0,0
77,0xefd149fd448e5577417811d965b79aa9ea30799d70df0c96c2d32484528db74f,0xf30976f85c6d0c31fee2d88fb882e5584fe9d8c28197dd82a9092b53f1d27e38,BAT000020,DRG0020,Ceftriaxone 1g Injection,SUP014,Production,Manufacturer,ACT7099,2025-06-14,Delhi Cold Hub,1989,11714.59,Verified,Node_Bengaluru|Node_Delhi|Node_Mumbai|Node_Chennai|Node_Hyderabad,100.0,SC-SUP014-DRG0020,No,2.64,0.0,2,2,0.0,0.0,0,0,0
78,0x22fed3393791054b2d20264a631c2fe361778ea045c2cca0ce3be55a38c213ad,0xefd149fd448e5577417811d965b79aa9ea30799d70df0c96c2d32484528db74f,BAT000020,DRG0020,Ceftriaxone 1g Injection,SUP014,Quality_Check,QC_Inspector,ACT7453,2025-06-18,Ahmedabad Hub,1989,11714.59,Verified,Node_Chennai|Node_Hyderabad|Node_Mumbai|Node_Delhi,80.0,SC-SUP014-DRG0020,No,4.32,0.0,2,2,0.0,96.0,0,0,0
79,0xa19c7dc24c0ed87835b1e8fc8eb34aa5c524da22becde824858c80de46115552,0x22fed3393791054b2d20264a631c2fe361778ea045c2cca0ce3be55a38c213ad,BAT000020,DRG0020,Ceftriaxone 1g Injection,SUP014,Dispatch,Logistics_Manager,ACT6912,2025-06-23,Delhi Cold Hub,1989,11714.59,Verified,Node_Hyderabad|Node_Mumbai|Node_Chennai|Node_Delhi|Node_Bengaluru,100.0,SC-SUP014-DRG0020,No,8.49,0.0,1,2,0.0,120.0,0,0,0
80,0x558cc72568e64a9b8e8de67ab09b0d104c1303c36ed60da6dffa42e5eee8c728,0xa19c7dc24c0ed87835b1e8fc8eb34aa5c524da22becde824858c80de46115552,BAT000020,DRG0020,Ceftriaxone 1g Injection,SUP014,Received,Distributor,ACT1384,2025-06-28,Lucknow Store,1989,11714.59,Verified,Node_Chennai|Node_Bengaluru|Node_Mumbai|Node_Delhi|Node_Hyderabad,100.0,SC-SUP014-DRG0020,No,2.6,0.0,1,2,0.0,120.0,0,0,0
81,0x2edb70626126dd09e7f5a65311ac56df9a0d1bb54b55f1b4cc63885d10d3d466,0x558cc72568e64a9b8e8de67ab09b0d104c1303c36ed60da6dffa42e5eee8c728,BAT000021,DRG0021,Ceftriaxone 2g Injection,SUP002,Production,Manufacturer,ACT1543,2024-07-25,Jaipur Depot,1872,9799.96,Verified,Node_Mumbai|Node_Chennai|Node_Hyderabad,60.0,SC-SUP002-DRG0021,No,3.64,0.0,1,2,0.0,0.0,1,0,0
82,0xf7c2047e540f04ac56fbcc01695e3cd3f340f068773c3ba7a19b36ce6f567159,0x2edb70626126dd09e7f5a65311ac56df9a0d1bb54b55f1b4cc63885d10d3d466,BAT000021,DRG0021,Ceftriaxone 2g Injection,SUP002,Quality_Check,QC_Inspector,ACT4257,2024-07-30,Lucknow Store,1872,9799.96,Verified,Node_Bengaluru|Node_Hyderabad|Node_Chennai|Node_Mumbai,80.0,SC-SUP002-DRG0021,No,3.11,0.0,2,2,0.0,120.0,0,0,0
83,0x214782897146d9efc1cf75a34fa1b0fab2acf43dce86504de60d5b0e9f0af50f,0xf7c2047e540f04ac56fbcc01695e3cd3f340f068773c3ba7a19b36ce6f567159,BAT000021,DRG0021,Ceftriaxone 2g Injection,SUP002,Dispatch,Logistics_Manager,ACT9594,2024-08-04,Lucknow Store,1872,9799.96,Verified,Node_Mumbai|Node_Hyderabad|Node_Delhi|Node_Bengaluru,80.0,SC-SUP002-DRG0021,No,1.34,0.0,3,2,0.0,120.0,0,0,0
84,0xb243ce80ce7d22cecd7cb2dfcd09ab2044f463cff419b37e2e3b7dbce12400c9,0x214782897146d9efc1cf75a34fa1b0fab2acf43dce86504de60d5b0e9f0af50f,BAT000021,DRG0021,Ceftriaxone 2g Injection,SUP002,Received,Distributor,ACT8884,2024-08-08,Kolkata Cold Chain,1872,9799.96,Verified,Node_Chennai|Node_Mumbai|Node_Delhi,60.0,SC-SUP002-DRG0021,No,8.05,0.0,2,2,0.0,96.0,1,0,0
85,0x295ce03f32ca80a67f3806696f3b9a8446cbacafaa6ff735104f1a89a5fe2f48,0xb243ce80ce7d22cecd7cb2dfcd09ab2044f463cff419b37e2e3b7dbce12400c9,BAT000022,DRG0022,Cefuroxime 250mg,SUP018,Production,Manufacturer,ACT7461,2024-12-15,Hyderabad Depot,276,10525.08,Verified,Node_Mumbai|Node_Delhi|Node_Chennai,60.0,SC-SUP018-DRG0022,No,4.36,0.0,1,3,0.0,0.0,1,0,0
86,0x04e3b4d49530b346931802aad9cfe929fe962f28c9ac355c9b2f847399955072,0x295ce03f32ca80a67f3806696f3b9a8446cbacafaa6ff735104f1a89a5fe2f48,BAT000022,DRG0022,Cefuroxime 250mg,SUP018,Quality_Check,QC_Inspector,ACT7339,2024-12-18,Pune Distribution,276,10525.08,Verified,Node_Chennai|Node_Hyderabad|Node_Mumbai|Node_Delhi|Node_Bengaluru,100.0,SC-SUP018-DRG0022,No,4.62,0.0,2,3,0.0,72.0,0,0,0
87,0xa647c7d9d84a4026d603d4e35bedb9eba123b656727679996e247011148cd549,0x04e3b4d49530b346931802aad9cfe929fe962f28c9ac355c9b2f847399955072,BAT000022,DRG0022,Cefuroxime 250mg,SUP018,Dispatch,Logistics_Manager,ACT4202,2024-12-23,Chennai Port,276,10525.08,Verified,Node_Hyderabad|Node_Chennai|Node_Mumbai,60.0,SC-SUP018-DRG0022,No,6.17,0.0,2,3,0.0,120.0,1,0,0
88,0x7639fe6728d0339978ee4512cb431c31f3391bd85e7a889ecbd630f9cd227177,0xa647c7d9d84a4026d603d4e35bedb9eba123b656727679996e247011148cd549,BAT000022,DRG0022,Cefuroxime 250mg,SUP018,Received,Distributor,ACT9177,2024-12-26,Jaipur Depot,276,10525.08,Verified,Node_Delhi|Node_Hyderabad|Node_Mumbai,60.0,SC-SUP018-DRG0022,No,5.48,0.0,1,3,0.0,72.0,1,0,0
89,0x8d9fad737c2753e75ba2a5e8bc2dacb9e35e0d1711a7ad296f062e5529f22a08,0x7639fe6728d0339978ee4512cb431c31f3391bd85e7a889ecbd630f9cd227177,BAT000023,DRG0023,Cefixime 200mg,SUP002,Production,Manufacturer,ACT6620,2024-08-31,Lucknow Store,63,11107.27,Verified,Node_Chennai|Node_Hyderabad|Node_Mumbai|Node_Delhi|Node_Bengaluru,100.0,SC-SUP002-DRG0023,No,4.7,0.0,1,2,0.0,0.0,0,0,0
90,0x4191212299991bd3fd0bff5db2d83666d6f54d603adf7ad325e66c73c08cd9f0,0x8d9fad737c2753e75ba2a5e8bc2dacb9e35e0d1711a7ad296f062e5529f22a08,BAT000023,DRG0023,Cefixime 200mg,SUP002,Quality_Check,QC_Inspector,ACT4187,2024-09-04,Ahmedabad Hub,63,11107.27,Verified,Node_Bengaluru|Node_Chennai|Node_Delhi|Node_Mumbai,80.0,SC-SUP002-DRG0023,No,2.67,0.0,1,2,0.0,96.0,0,0,0
91,0x23c0700b13aadb38acdc0306d3473e246d1680f3a72db3e9fd2627d0ca46ad8c,0x4191212299991bd3fd0bff5db2d83666d6f54d603adf7ad325e66c73c08cd9f0,BAT000023,DRG0023,Cefixime 200mg,SUP002,Dispatch,Logistics_Manager,ACT6745,2024-09-07,Lucknow Store,63,11107.27,Verified,Node_Hyderabad|Node_Bengaluru|Node_Chennai|Node_Delhi|Node_Mumbai,100.0,SC-SUP002-DRG0023,No,4.03,0.0,2,2,0.0,72.0,0,0,0
92,0x8d8b32b30af5a0c391812edf2ddca95d6ca2b421f6b6e15fe6091b499c0ba0e0,0x23c0700b13aadb38acdc0306d3473e246d1680f3a72db3e9fd2627d0ca46ad8c,BAT000023,DRG0023,Cefixime 200mg,SUP002,Received,Distributor,ACT8251,2024-09-08,Pune Distribution,63,11107.27,Verified,Node_Mumbai|Node_Bengaluru|Node_Delhi|Node_Chennai|Node_Hyderabad,100.0,SC-SUP002-DRG0023,No,7.82,0.0,2,2,0.0,24.0,0,0,0
93,0x705e8e2b823d5cdc8bc347451c19c2d7d4ec741b585307e5cb9da98ace0e3d6c,0x8d8b32b30af5a0c391812edf2ddca95d6ca2b421f6b6e15fe6091b499c0ba0e0,BAT000024,DRG0024,Linezolid 600mg,SUP010,Production,Manufacturer,ACT1091,2024-09-28,Ahmedabad Hub,2722,8368.01,Verified,Node_Bengaluru|Node_Hyderabad|Node_Delhi|Node_Mumbai|Node_Chennai,100.0,SC-SUP010-DRG0024,No,1.4,0.0,2,3,0.0,0.0,0,0,0
94,0xad6bd206d6da8f6408e24978be80675c397378ed44cf196546d5f915e9c794e6,0x705e8e2b823d5cdc8bc347451c19c2d7d4ec741b585307e5cb9da98ace0e3d6c,BAT000024,DRG0024,Linezolid 600mg,SUP010,Quality_Check,QC_Inspector,ACT1533,2024-10-01,Jaipur Depot,2722,8368.01,Verified,Node_Chennai|Node_Mumbai|Node_Delhi|Node_Hyderabad,80.0,SC-SUP010-DRG0024,No,2.65,0.0,2,3,0.0,72.0,0,0,0
95,0xeb0048a6b160da7f482bdbb5881ccd8f2e98fc4e690c5ecb92e2ad04c29fbc3a,0xad6bd206d6da8f6408e24978be80675c397378ed44cf196546d5f915e9c794e6,BAT000024,DRG0024,Linezolid 600mg,SUP010,Dispatch,Logistics_Manager,ACT4056,2024-10-04,Mumbai Warehouse,2722,8368.01,Verified,Node_Chennai|Node_Mumbai|Node_Hyderabad|Node_Delhi|Node_Bengaluru,100.0,SC-SUP010-DRG0024,No,6.6,0.0,1,3,0.0,72.0,0,0,0
96,0x826b3463bfaa14ca33c87fcbe1cb0ffeabb741e79b550e9204760377227fa185,0xeb0048a6b160da7f482bdbb5881ccd8f2e98fc4e690c5ecb92e2ad04c29fbc3a,BAT000024,DRG0024,Linezolid 600mg,SUP010,Received,Distributor,ACT4627,2024-10-06,Kolkata Cold Chain,2722,8368.01,Verified,Node_Delhi|Node_Mumbai|Node_Chennai|Node_Hyderabad,80.0,SC-SUP010-DRG0024,No,6.47,0.0,2,3,0.0,48.0,0,0,0
97,0xe4809ed0d24d15eb9d9ccba05b15675046b3140b2b815fc257bb7c911d8767a5,0x826b3463bfaa14ca33c87fcbe1cb0ffeabb741e79b550e9204760377227fa185,BAT000025,DRG0025,Tigecycline 50mg Injection,SUP020,Production,Manufacturer,ACT3312,2024-12-26,Hyderabad Depot,3859,5308.71,Verified,Node_Bengaluru|Node_Delhi|Node_Chennai|Node_Hyderabad,80.0,SC-SUP020-DRG0025,No,4.35,0.0,1,3,0.0,0.0,0,0,0
98,0x1678aa72715c7786077b396fd19bbaf15668d1d13f41ead49634fd64201470ed,0xe4809ed0d24d15eb9d9ccba05b15675046b3140b2b815fc257bb7c911d8767a5,BAT000025,DRG0025,Tigecycline 50mg Injection,SUP020,Quality_Check,QC_Inspector,ACT7996,2024-12-30,Bengaluru Pharma Hub,3859,5308.71,Verified,Node_Hyderabad|Node_Chennai|Node_Bengaluru|Node_Mumbai,80.0,SC-SUP020-DRG0025,No,7.41,0.0,1,3,0.0,96.0,0,0,0
99,0x75638230324a44f77ece531bd54c29ccceb671758e90630a4a3c7f1aaf81ec4c,0x1678aa72715c7786077b396fd19bbaf15668d1d13f41ead49634fd64201470ed,BAT000025,DRG0025,Tigecycline 50mg Injection,SUP020,Dispatch,Logistics_Manager,ACT8774,2025-01-02,Lucknow Store,3859,5308.71,Verified,Node_Mumbai|Node_Bengaluru|Node_Hyderabad|Node_Chennai,80.0,SC-SUP020-DRG0025,No,6.37,0.0,1,3,0.0,72.0,0,0,0
100,0x99e30b291eb8daa67a8cf8fe64850805725da1aeaa780b430dec7ba08ec61d87,0x75638230324a44f77ece531bd54c29ccceb671758e90630a4a3c7f1aaf81ec4c,BAT000025,DRG0025,Tigecycline 50mg Injection,SUP020,Received,Distributor,ACT2454,2025-01-07,Delhi Cold Hub,3859,5308.71,Verified,Node_Delhi|Node_Hyderabad|Node_Chennai,60.0,SC-SUP020-DRG0025,No,7.07,0.0,1,3,0.0,120.0,1,0,0
101,0x7bab600207672d3fcf45fddcaf52f66c1da7a03623b3f49f61c7fef293e9541f,0x99e30b291eb8daa67a8cf8fe64850805725da1aeaa780b430dec7ba08ec61d87,BAT000026,DRG0026,Colistin 150mg Injection,SUP008,Production,Manufacturer,ACT8560,2025-05-02,Mumbai Warehouse,1257,559.33,Verified,Node_Chennai|Node_Hyderabad|Node_Mumbai|Node_Bengaluru,80.0,SC-SUP008-DRG0026,No,7.5,0.0,1,3,0.0,0.0,0,0,0
102,0x8aad07317e6334d0c94bfd29af4ed5b266eb0d6109383f88cbb4cd60c5dfd9af,0x7bab600207672d3fcf45fddcaf52f66c1da7a03623b3f49f61c7fef293e9541f,BAT000026,DRG0026,Colistin 150mg Injection,SUP008,Quality_Check,QC_Inspector,ACT6266,2025-05-03,Pune Distribution,1257,559.33,Verified,Node_Bengaluru|Node_Chennai|Node_Hyderabad|Node_Delhi,80.0,SC-SUP008-DRG0026,No,2.74,0.0,1,3,0.0,24.0,0,0,0
103,0x380dcc38b6f040b6bc9aa786bfe47342739bf257c56fd8caf81b6744931934f5,0x8aad07317e6334d0c94bfd29af4ed5b266eb0d6109383f88cbb4cd60c5dfd9af,BAT000026,DRG0026,Colistin 150mg Injection,SUP008,Dispatch,Logistics_Manager,ACT4005,2025-05-06,Ahmedabad Hub,1257,559.33,Verified,Node_Mumbai|Node_Delhi|Node_Hyderabad|Node_Chennai,80.0,SC-SUP008-DRG0026,No,7.48,0.0,1,3,0.0,72.0,0,0,0
104,0x72e92e387b8f9496465f1b2c0e0618a6e7c5c4e954234f8a873eaa2dbc023a2a,0x380dcc38b6f040b6bc9aa786bfe47342739bf257c56fd8caf81b6744931934f5,BAT000026,DRG0026,Colistin 150mg Injection,SUP008,Received,Distributor,ACT8878,2025-05-07,Kolkata Cold Chain,1257,559.33,Verified,Node_Chennai|Node_Mumbai|Node_Hyderabad,60.0,SC-SUP008-DRG0026,No,2.95,0.0,1,3,0.0,24.0,1,0,0
105,0x918528b8bbc5ede3e50b2e7394c6c0bed42f06d3f9f8443a88a2e09bc39b3bb7,0x72e92e387b8f9496465f1b2c0e0618a6e7c5c4e954234f8a873eaa2dbc023a2a,BAT000027,DRG0027,Trimethoprim-Sulfamethoxazole 480mg,SUP004,Production,Manufacturer,ACT6962,2024-09-13,Kolkata Cold Chain,1842,9650.3,Verified,Node_Chennai|Node_Bengaluru|Node_Hyderabad|Node_Mumbai|Node_Delhi,100.0,SC-SUP004-DRG0027,No,3.01,0.0,1,3,0.0,0.0,0,0,0
106,0x95df3554c15eb8219a78db39f3ae4cf788c07cdb8bbbc240c4b5dfffc112fc35,0x918528b8bbc5ede3e50b2e7394c6c0bed42f06d3f9f8443a88a2e09bc39b3bb7,BAT000027,DRG0027,Trimethoprim-Sulfamethoxazole 480mg,SUP004,Quality_Check,QC_Inspector,ACT9274,2024-09-14,Pune Distribution,1842,9650.3,Verified,Node_Hyderabad|Node_Mumbai|Node_Chennai,60.0,SC-SUP004-DRG0027,No,6.7,0.0,2,3,0.0,24.0,1,0,0
107,0xadd2f0b7fcf2bbba46fde67dd6207af095dc32a6550e854b5827ebdd3e44902d,0x95df3554c15eb8219a78db39f3ae4cf788c07cdb8bbbc240c4b5dfffc112fc35,BAT000027,DRG0027,Trimethoprim-Sulfamethoxazole 480mg,SUP004,Dispatch,Logistics_Manager,ACT5379,2024-09-18,Chennai Port,1842,9650.3,Verified,Node_Hyderabad|Node_Mumbai|Node_Delhi,60.0,SC-SUP004-DRG0027,No,6.76,0.0,1,3,0.0,96.0,1,0,0
